,ad title,link,year of construction,fuel,transmission,vehicle type,mileage (km)
1859,Opel Mokka 1.6 Cosmo Onderhouden,marktplaats.nl/v/auto-s/opel/m2065236195-opel-mokka-1-6-cosmo-onderhouden,2014.0,Benzine ,Handgeschakeld ,SUV of Terreinwagen ,142597.0
1860,Opel Agila 1.0 Edition Airco nieuwe Apk 31-01-2025,marktplaats.nl/v/auto-s/opel/m2062526340-opel-agila-1-0-edition-airco-nieuwe-apk-31-01-2025,2009.0,Benzine ,Handgeschakeld ,Hatchback ,189865.0
1861,Opel Meriva 1.6 Enjoy (bj 2004),marktplaats.nl/v/auto-s/opel/m2065233210-opel-meriva-1-6-enjoy-bj-2004,2004.0,Benzine ,Handgeschakeld ,MPV ,185286.0
1862,Opel Meriva (bj 2005),marktplaats.nl/v/auto-s/opel/m2065233199-opel-meriva-bj-2005,2005.0,Benzine ,Handgeschakeld ,MPV ,215834.0
1863,Opel Grandland X 1.2 Turbo Business Executive,marktplaats.nl/v/auto-s/opel/m2065232211-opel-grandland-x-1-2-turbo-business-executive,2019.0,Benzine ,Handgeschakeld ,SUV of Terreinwagen ,113979.0
1864,Opel Insignia Grand Sport 1.5 Turbo Business Executive PDC/N,marktplaats.nl/v/auto-s/opel/m2063956077-opel-insignia-grand-sport-1-5-turbo-business-executive-pdc-n,2018.0,Benzine ,Handgeschakeld ,Hatchback ,103632.0
1865,Opel KARL 1.0 Rocks Online Edition APPLE+ANDROID/PDC/AIRCO/C,marktplaats.nl/v/auto-s/opel/m2062102138-opel-karl-1-0-rocks-online-edition-apple-android-pdc-airco-c,2017.0,Benzine ,Handgeschakeld ,Hatchback ,105467.0
1866,Opel Astra Sports Tourer 1.0 Innovation NAVI/CRUISE/CLIMA/LM,marktplaats.nl/v/auto-s/opel/m2058256688-opel-astra-sports-tourer-1-0-innovation-navi-cruise-clima-lm,2016.0,Benzine ,Automaat ,Stationwagon ,122281.0
1867,Opel Ampera-E Launch executive 60 kWh NAVI/LEDER/CRUISE/CLIM,marktplaats.nl/v/auto-s/opel/m2059893747-opel-ampera-e-launch-executive-60-kwh-navi-leder-cruise-clim,2018.0,Elektrisch ,Automaat ,Hatchback ,84632.0
1868,Opel Astra Sports Tourer 1.0 Online Edition NAVI/PDC/CLIMA/C,marktplaats.nl/v/auto-s/opel/m2060038702-opel-astra-sports-tourer-1-0-online-edition-navi-pdc-clima-c,2018.0,Benzine ,Automaat ,Stationwagon ,131808.0
1869,Opel Insignia Sports Tourer 1.5 Turbo Innovation NAVI/CRUISE,marktplaats.nl/v/auto-s/opel/m2056269293-opel-insignia-sports-tourer-1-5-turbo-innovation-navi-cruise,2017.0,Benzine ,Automaat ,Stationwagon ,56093.0
1870,Opel Grandland X 1.2 Turbo Business Executive NAVI/CARPLAY/C,marktplaats.nl/v/auto-s/opel/m2056461878-opel-grandland-x-1-2-turbo-business-executive-navi-carplay-c,2017.0,Benzine ,Handgeschakeld ,SUV of Terreinwagen ,116155.0
1871,Opel Zafira Tourer 1.4 Business+ 7p. NAVI/CRUISE/CLIMA/TRHAA,marktplaats.nl/v/auto-s/opel/m2056210758-opel-zafira-tourer-1-4-business-7p-navi-cruise-clima-trhaa,2013.0,Benzine ,Handgeschakeld ,MPV ,221068.0
1872,Opel Crossland X 1.2 Turbo Innovation 131 PK STUUR+STOELVERW,marktplaats.nl/v/auto-s/opel/m2057834160-opel-crossland-x-1-2-turbo-innovation-131-pk-stuur-stoelverw,2018.0,Benzine ,Handgeschakeld ,SUV of Terreinwagen ,99843.0
1873,Opel Corsa 1.2 Elegance CRUISE/AIRCO/LMV (bj 2020),marktplaats.nl/v/auto-s/opel/m2056253164-opel-corsa-1-2-elegance-cruise-airco-lmv-bj-2020,2020.0,Benzine ,Handgeschakeld ,Hatchback ,64322.0
1874,Opel Astra 1.2 Level 3 | 110pk | Navi | Camera |,marktplaats.nl/v/auto-s/opel/m2065230981-opel-astra-1-2-level-3-110pk-navi-camera,2023.0,Benzine ,Handgeschakeld ,Hatchback ,1000.0
1875,Opel Corsa-e Level 3 50 kWh | Parkeersensoren V+A | Camera |,marktplaats.nl/v/auto-s/opel/m2065229985-opel-corsa-e-level-3-50-kwh-parkeersensoren-v-a-camera,2023.0,Elektrisch ,Automaat ,Hatchback ,1525.0
1876,Opel Corsa 1.2 16V 3D WR 2009 Blauw,,2009.0,Benzine ,Handgeschakeld ,Hatchback ,159800.0
1877,Opel Crossland 1.2 Turbo Level 3 | 110pk |,marktplaats.nl/v/auto-s/opel/m2065228194-opel-crossland-1-2-turbo-level-3-110pk,2023.0,Benzine ,Handgeschakeld ,SUV of Terreinwagen ,1000.0
1878,Opel Mokka 1.2 Turbo 100 PK Level 4 | 100pk | Navi | Camera,marktplaats.nl/v/auto-s/opel/m2065227837-opel-mokka-1-2-turbo-100-pk-level-4-100pk-navi-camera,2023.0,Benzine ,Handgeschakeld ,SUV of Terreinwagen ,3500.0
1879,Opel Corsa 1.0 Turbo Innovation | 90pk | Apple Carplay/Andro,marktplaats.nl/v/auto-s/opel/m2065226092-opel-corsa-1-0-turbo-innovation-90pk-apple-carplay-andro,2016.0,Benzine ,Handgeschakeld ,Hatchback ,119366.0
1880,Opel Mokka 1.4 T Innovation,marktplaats.nl/v/auto-s/opel/m2041852283-opel-mokka-1-4-t-innovation,2016.0,Benzine ,Handgeschakeld ,SUV of Terreinwagen ,229522.0
1881,Opel Corsa 1.4 Favourite In absolute nieuwstaat. (bj 2018),marktplaats.nl/v/auto-s/opel/m2065225537-opel-corsa-1-4-favourite-in-absolute-nieuwstaat-bj-2018,2018.0,Benzine ,Handgeschakeld ,Hatchback ,68966.0
1882,Opel Astra 1.6 Edition AIRCO CRUISE TREKHAAK 2 X SLEUTELS,marktplaats.nl/v/auto-s/opel/m2065224781-opel-astra-1-6-edition-airco-cruise-trekhaak-2-x-sleutels,2006.0,Benzine ,Handgeschakeld ,Hatchback ,284955.0
1883,Opel Mokka 1.4 T Cosmo NAVIGATIE CRUISE CONTROL CLIMATE CONT,marktplaats.nl/v/auto-s/opel/m2065224608-opel-mokka-1-4-t-cosmo-navigatie-cruise-control-climate-cont,2015.0,Benzine ,Handgeschakeld ,SUV of Terreinwagen ,115934.0
1884,Opel Zafira Tourer 1.6CDTI 99KW/135PK Ecoflex 2013 Grijs,marktplaats.nl/v/auto-s/opel/m2065222093-opel-zafira-tourer-1-6cdti-99kw-135pk-ecoflex-2013-grijs,2013.0,Diesel ,Handgeschakeld ,MPV ,387118.0
1885,Opel Meriva 1.6 Cosmo Airco Lm Velgen NAP+APK!,marktplaats.nl/v/auto-s/opel/m2065222706-opel-meriva-1-6-cosmo-airco-lm-velgen-nap-apk,2009.0,Benzine ,Handgeschakeld ,MPV ,70385.0
1886,Opel Corsa 1.2-16V Business Automaat Airco 5 deurs!,marktplaats.nl/v/auto-s/opel/m2065222432-opel-corsa-1-2-16v-business-automaat-airco-5-deurs,2009.0,Benzine ,Automaat ,Hatchback ,248886.0
1887,"Opel Corsa 1.2-16V BlitZ, 55.866Km Nap! Navi, Airco",marktplaats.nl/v/auto-s/opel/m2065220420-opel-corsa-1-2-16v-blitz-55-866km-nap-navi-airco,2015.0,Benzine ,Handgeschakeld ,Hatchback ,55866.0
1888,Opel Corsa 1.2 Edition / Apple CarPlay / Cruise Control / St,marktplaats.nl/v/auto-s/opel/m2065220414-opel-corsa-1-2-edition-apple-carplay-cruise-control-st,2023.0,Benzine ,Handgeschakeld ,Hatchback ,14155.0
1889,"Opel Mokka Electric Level 3 50 kWh | 3 Fase | Navi Pro 10"" |",marktplaats.nl/v/auto-s/opel/m2065220369-opel-mokka-electric-level-3-50-kwh-3-fase-navi-pro-10,2023.0,Elektrisch ,Automaat ,SUV of Terreinwagen ,1000.0
1890,Opel Astra 1.6 Turbo Hybrid GSe | 224pk | Navi | Camera | Al,marktplaats.nl/v/auto-s/opel/m2065219317-opel-astra-1-6-turbo-hybrid-gse-224pk-navi-camera-al,2023.0,Hybride Elektrisch/Benzine ,Automaat ,Hatchback ,5000.0
1891,Opel Corsa 1.2 16V 3D WR 2008 Grijs,marktplaats.nl/v/auto-s/opel/m2065218594-opel-corsa-1-2-16v-3d-wr-2008-grijs,2008.0,Benzine ,Handgeschakeld ,Hatchback ,186000.0
1892,Opel Campo 3.1 TDS Sports Cab | Trekhaak | Radio Cd-speler |,marktplaats.nl/v/auto-s/opel/m2065218688-opel-campo-3-1-tds-sports-cab-trekhaak-radio-cd-speler,1998.0,Diesel ,Handgeschakeld ,SUV of Terreinwagen ,297012.0
1893,Opel Astra 1.2 Edition 2020 Climate / Cruise / Led / Camera,marktplaats.nl/v/auto-s/opel/m2065217979-opel-astra-1-2-edition-2020-climate-cruise-led-camera,2020.0,Benzine ,Handgeschakeld ,Hatchback ,54158.0
1894,Opel Meriva 1.6 16V 77KW 2006 Grijs,,2006.0,Benzine ,Handgeschakeld ,MPV ,172000.0
1895,Opel Corsa 1.2 Edition l Navi l Clima l Camera,marktplaats.nl/v/auto-s/opel/m2065216524-opel-corsa-1-2-edition-l-navi-l-clima-l-camera,2020.0,Benzine ,Handgeschakeld ,Hatchback ,22557.0
1896,Opel Grandland X 1.2 Turbo Ultimate LED | Elektr achterklep,marktplaats.nl/v/auto-s/opel/m2065215311-opel-grandland-x-1-2-turbo-ultimate-led-elektr-achterklep,2018.0,Benzine ,Handgeschakeld ,SUV of Terreinwagen ,73968.0
1897,"Opel Mokka 1.4 T Innovation Turbo Automaat,MPV,",marktplaats.nl/v/auto-s/opel/m2065214274-opel-mokka-1-4-t-innovation-turbo-automaat-mpv,2016.0,Benzine ,Automaat ,MPV ,149794.0
1898,Opel ADAM 1.4 Turbo S1.6-150PS-OPC,marktplaats.nl/v/auto-s/opel/m2065213418-opel-adam-1-4-turbo-s1-6-150ps-opc,2017.0,Benzine ,Handgeschakeld ,Hatchback ,145450.0
1899,Opel ZAFIRA TOURER,marktplaats.nl/v/auto-s/opel/m2065213302-opel-zafira-tourer,2018.0,Benzine ,Handgeschakeld ,Overige carrosserieën ,141149.0
1900,Opel Grandland X 1.2 Turbo Business Executive,marktplaats.nl/v/auto-s/opel/m2065213220-opel-grandland-x-1-2-turbo-business-executive,2019.0,Benzine ,Handgeschakeld ,SUV of Terreinwagen ,154252.0
1901,"Opel Corsa 1.2 navigatie, camera",marktplaats.nl/v/auto-s/opel/m2065210716-opel-corsa-1-2-navigatie-camera,2017.0,Benzine ,Handgeschakeld ,Hatchback ,86234.0
1902,Opel Crossland 1.2 Turbo Ultimate | Automaat | 22dkm!,marktplaats.nl/v/auto-s/opel/m2065210388-opel-crossland-1-2-turbo-ultimate-automaat-22dkm,2020.0,Benzine ,Automaat ,SUV of Terreinwagen ,22286.0
1903,"Opel Tigra TwinTop 1.4-16V ""Enjoy"" Leder - Stoelverwarming -",marktplaats.nl/v/auto-s/opel/m2065209610-opel-tigra-twintop-1-4-16v-enjoy-leder-stoelverwarming,2005.0,Benzine ,Handgeschakeld ,Cabriolet ,117497.0
1904,Opel Astra Sports Tourer 1.2 Elegance RIJKLAAR Incl. Service,marktplaats.nl/v/auto-s/opel/m2065207345-opel-astra-sports-tourer-1-2-elegance-rijklaar-incl-service,2021.0,Benzine ,Handgeschakeld ,Stationwagon ,66960.0
1905,Opel Mokka 1.4 T Innovation | Navigatie | Trekhaak | Airco |,marktplaats.nl/v/auto-s/opel/m2064034032-opel-mokka-1-4-t-innovation-navigatie-trekhaak-airco,2016.0,Benzine ,Handgeschakeld ,SUV of Terreinwagen ,59735.0
1906,Opel Mokka 1.2 100pk Elegance | Apple Carplay/Android Auto |,marktplaats.nl/v/auto-s/opel/m2061177455-opel-mokka-1-2-100pk-elegance-apple-carplay-android-auto,2022.0,Benzine ,Handgeschakeld ,SUV of Terreinwagen ,6407.0
1907,Opel Mokka 1.4 T Edition | 18 inch LM velgen | Parkeersensor,marktplaats.nl/v/auto-s/opel/m2055432547-opel-mokka-1-4-t-edition-18-inch-lm-velgen-parkeersensor,2014.0,Benzine ,Handgeschakeld ,SUV of Terreinwagen ,118326.0
1908,Opel Crossland X 1.2 Turbo Edition | Navigatie | PDC | Trekh,marktplaats.nl/v/auto-s/opel/m2058127943-opel-crossland-x-1-2-turbo-edition-navigatie-pdc-trekh,2019.0,Benzine ,Handgeschakeld ,SUV of Terreinwagen ,26772.0
1909,"Opel Mokka 1.2 GS Line 100pk | NU VAN € 35.451,- VOOR €",marktplaats.nl/v/auto-s/opel/m2065163980-opel-mokka-1-2-gs-line-100pk-nu-van-35-451-voor,2022.0,Benzine ,Handgeschakeld ,SUV of Terreinwagen ,10.0
1910,Opel Corsa 1.2 Turbo GS | Mutimediascherm | Stuur-en stoelve,marktplaats.nl/v/auto-s/opel/m2059870634-opel-corsa-1-2-turbo-gs-mutimediascherm-stuur-en-stoelve,2023.0,Benzine ,Handgeschakeld ,Hatchback ,10.0
1911,Opel Mokka-e 50 kWh Level 2 | Voorraad Voordeel | Nu € 31.,marktplaats.nl/v/auto-s/opel/m2060178515-opel-mokka-e-50-kwh-level-2-voorraad-voordeel-nu-31,2023.0,Elektrisch ,Automaat ,SUV of Terreinwagen ,5.0
1912,Opel Crossland 1.2 Turbo Elegance 110 pk | Voorraad Voordeel,marktplaats.nl/v/auto-s/opel/m2060494183-opel-crossland-1-2-turbo-elegance-110-pk-voorraad-voordeel,2022.0,Benzine ,Handgeschakeld ,SUV of Terreinwagen ,10.0
1913,Opel Corsa 1.2 Level 4 | Airco | Multimediascherm | Parkeerc,marktplaats.nl/v/auto-s/opel/m2060868605-opel-corsa-1-2-level-4-airco-multimediascherm-parkeerc,2023.0,Benzine ,Handgeschakeld ,Hatchback ,2000.0
1914,Opel Crossland 1.2 Turbo Level 2 | Nieuwe auto uit voorraad,marktplaats.nl/v/auto-s/opel/m2063262598-opel-crossland-1-2-turbo-level-2-nieuwe-auto-uit-voorraad,2023.0,Benzine ,Handgeschakeld ,SUV of Terreinwagen ,5.0
1915,Opel CORSA-E Level 2 50 kWh | Navigatie | Stuur-en stoelverw,marktplaats.nl/v/auto-s/opel/m2063450434-opel-corsa-e-level-2-50-kwh-navigatie-stuur-en-stoelverw,2023.0,Elektrisch ,Automaat ,Hatchback ,2000.0
1916,"Opel Astra 1.2 Elegance | NU VAN € 38.813,- VOOR € 31.95",marktplaats.nl/v/auto-s/opel/m2058382425-opel-astra-1-2-elegance-nu-van-38-813-voor-31-95,2023.0,Benzine ,Handgeschakeld ,Hatchback ,7.0
1917,"Opel Grandland 1.2 Turbo Edition | NU VAN € 41.002,- VOOR",marktplaats.nl/v/auto-s/opel/m2058402502-opel-grandland-1-2-turbo-edition-nu-van-41-002-voor,2023.0,Benzine ,Handgeschakeld ,SUV of Terreinwagen ,3.0
1918,Opel Crossland X 1.2 Turbo Online Edition | Navigatie | Park,marktplaats.nl/v/auto-s/opel/m2058684489-opel-crossland-x-1-2-turbo-online-edition-navigatie-park,2018.0,Benzine ,Handgeschakeld ,SUV of Terreinwagen ,69097.0
1919,Opel Astra 1.2 Edition 2020 | Multimediascherm | Trekhaak |,marktplaats.nl/v/auto-s/opel/m2058684925-opel-astra-1-2-edition-2020-multimediascherm-trekhaak,2021.0,Benzine ,Handgeschakeld ,Stationwagon ,16626.0
1920,Opel Astra Sports Tourer 1.4 150pk Business+ | Apple Carplay,marktplaats.nl/v/auto-s/opel/m2060112721-opel-astra-sports-tourer-1-4-150pk-business-apple-carplay,2018.0,Benzine ,Handgeschakeld ,Stationwagon ,107741.0
1921,Opel Mokka 1.2 100pk Edition | Voorraad Voordeel | NU € 24,marktplaats.nl/v/auto-s/opel/m2060178029-opel-mokka-1-2-100pk-edition-voorraad-voordeel-nu-24,2022.0,Benzine ,Handgeschakeld ,SUV of Terreinwagen ,6.0
1922,Opel Astra 1.0 Edition | Navigatie | Parkeerhulp | Climate-e,marktplaats.nl/v/auto-s/opel/m2055819554-opel-astra-1-0-edition-navigatie-parkeerhulp-climate-e,2016.0,Benzine ,Handgeschakeld ,Hatchback ,84763.0
1923,Opel Grandland X 1.6 Elegance Hybrid 225pk Limited | Parkeer,marktplaats.nl/v/auto-s/opel/m2056116020-opel-grandland-x-1-6-elegance-hybrid-225pk-limited-parkeer,2021.0,Hybride Elektrisch/Benzine ,Automaat ,SUV of Terreinwagen ,40082.0
1924,Opel Astra 1.2 Edition | Navigatie | Parkeerhulp | Trekhaak,marktplaats.nl/v/auto-s/opel/m2057642746-opel-astra-1-2-edition-navigatie-parkeerhulp-trekhaak,2020.0,Benzine ,Handgeschakeld ,Hatchback ,50257.0
1925,Opel CORSA-E Level 2 50 kWh | Multimediascherm | Parkeerhulp,marktplaats.nl/v/auto-s/opel/m2057798293-opel-corsa-e-level-2-50-kwh-multimediascherm-parkeerhulp,2023.0,Elektrisch ,Automaat ,Hatchback ,13.0
1926,Opel Astra 1.2 Launch Elegance | BOSE-soundsyst. | AGR stoel,marktplaats.nl/v/auto-s/opel/m2057983439-opel-astra-1-2-launch-elegance-bose-soundsyst-agr-stoel,2019.0,Benzine ,Handgeschakeld ,Hatchback ,50836.0
1927,"Opel Agila 1.2 Edition Automaat, Hoge instap, Airco, 43.000",marktplaats.nl/v/auto-s/opel/m2065206348-opel-agila-1-2-edition-automaat-hoge-instap-airco-43-000,2012.0,Benzine ,Automaat ,Hatchback ,43227.0
1928,"Opel Zafira Tourer 1.6 CDTI Business+ 7p. - N.A.P. Airco, Cr",marktplaats.nl/v/auto-s/opel/m2065206263-opel-zafira-tourer-1-6-cdti-business-7p-n-a-p-airco-cr,2016.0,Diesel ,Handgeschakeld ,MPV ,155324.0
1929,Opel Mokka 1.2 100pk Edition | Airco | Camera | Parkeersenso,marktplaats.nl/v/auto-s/opel/m2061023797-opel-mokka-1-2-100pk-edition-airco-camera-parkeersenso,2022.0,Benzine ,Handgeschakeld ,SUV of Terreinwagen ,1.0
1930,"Opel Mokka Electric Level 3 50 kWh | NU VAN € 43.149,- VOO",marktplaats.nl/v/auto-s/opel/m2062317180-opel-mokka-electric-level-3-50-kwh-nu-van-43-149-voo,2023.0,Elektrisch ,Automaat ,SUV of Terreinwagen ,7.0
1931,Opel Corsa 1.2 Elegance | Camera | Park Distance Control voo,marktplaats.nl/v/auto-s/opel/m2061345271-opel-corsa-1-2-elegance-camera-park-distance-control-voo,2022.0,Benzine ,Handgeschakeld ,Hatchback ,997.0
1932,Opel Corsa 1.2 Turbo 100 PK GS-Line | Apple Carplay | Camera,marktplaats.nl/v/auto-s/opel/m2061347139-opel-corsa-1-2-turbo-100-pk-gs-line-apple-carplay-camera,2022.0,Benzine ,Handgeschakeld ,Hatchback ,3141.0
1933,Opel Ampera-E Business executive 60 kWh | Bose | Camera | Ke,marktplaats.nl/v/auto-s/opel/m2061873894-opel-ampera-e-business-executive-60-kwh-bose-camera-ke,2018.0,Elektrisch ,Automaat ,Hatchback ,97393.0
1934,"Opel Astra 1.2 Elegance | NU VAN € 38.677,- VOOR € 31.95",marktplaats.nl/v/auto-s/opel/m2062265347-opel-astra-1-2-elegance-nu-van-38-677-voor-31-95,2023.0,Benzine ,Handgeschakeld ,Hatchback ,7.0
1935,"Opel Astra 1.2 Elegance | NU VAN € 39.575,- VOOR € 31.95",marktplaats.nl/v/auto-s/opel/m2062266957-opel-astra-1-2-elegance-nu-van-39-575-voor-31-95,2023.0,Benzine ,Handgeschakeld ,Hatchback ,7.0
1936,"Opel Astra 1.2 Level 4 | NU VAN € 40.400,- VOOR € 33.450",marktplaats.nl/v/auto-s/opel/m2062281688-opel-astra-1-2-level-4-nu-van-40-400-voor-33-450,2023.0,Benzine ,Handgeschakeld ,Hatchback ,7.0
1937,"Opel Astra 1.2 Level 4 | NU VAN € 40.400,- VOOR € 32.950",marktplaats.nl/v/auto-s/opel/m2062282549-opel-astra-1-2-level-4-nu-van-40-400-voor-32-950,2023.0,Benzine ,Handgeschakeld ,Hatchback ,7.0
1938,"Opel Mokka Electric Level 2 50 kWh | NU VAN € 39.851,- VOO",marktplaats.nl/v/auto-s/opel/m2062296582-opel-mokka-electric-level-2-50-kwh-nu-van-39-851-voo,2023.0,Elektrisch ,Automaat ,SUV of Terreinwagen ,7.0
1939,"Opel Mokka Electric Level 3 50 kWh | NU VAN € 43.149,- VOO",marktplaats.nl/v/auto-s/opel/m2062312818-opel-mokka-electric-level-3-50-kwh-nu-van-43-149-voo,2023.0,Elektrisch ,Automaat ,SUV of Terreinwagen ,7.0
1940,"Opel Mokka Electric Level 3 50 kWh | NU VAN € 43.149,- VOO",marktplaats.nl/v/auto-s/opel/m2062323671-opel-mokka-electric-level-3-50-kwh-nu-van-43-149-voo,2023.0,Elektrisch ,Automaat ,SUV of Terreinwagen ,7.0
1941,Opel Mokka 1.2 Edition | Airco | Cruise | Camera | Nieuw! |,marktplaats.nl/v/auto-s/opel/m2063482820-opel-mokka-1-2-edition-airco-cruise-camera-nieuw,2022.0,Benzine ,Handgeschakeld ,SUV of Terreinwagen ,5.0
1942,Opel Astra 1.0 Innovation | AGR Stoelen | Camera | Navigatie,marktplaats.nl/v/auto-s/opel/m2064244595-opel-astra-1-0-innovation-agr-stoelen-camera-navigatie,2017.0,Benzine ,Handgeschakeld ,Hatchback ,129271.0
1943,Opel Astra 1.2 Elegance Nu uit voorraad leverbaar van € 41,marktplaats.nl/v/auto-s/opel/m2065106529-opel-astra-1-2-elegance-nu-uit-voorraad-leverbaar-van-41,2023.0,Benzine ,Automaat ,Hatchback ,5.0
1944,Opel Astra 1.4 Innovation | Navigatie | Camera | Climate con,marktplaats.nl/v/auto-s/opel/m2065113606-opel-astra-1-4-innovation-navigatie-camera-climate-con,2018.0,Benzine ,Handgeschakeld ,Hatchback ,47748.0
1945,Opel Corsa 1.0 Turbo Edition | 90PK | Airco | Cruise Control,marktplaats.nl/v/auto-s/opel/m2060123469-opel-corsa-1-0-turbo-edition-90pk-airco-cruise-control,2017.0,Benzine ,Handgeschakeld ,Hatchback ,89941.0
1946,"Opel Grandland 1.2 Turbo Edition | NU VAN € 40.202,- VOOR",marktplaats.nl/v/auto-s/opel/m2061974011-opel-grandland-1-2-turbo-edition-nu-van-40-202-voor,2023.0,Benzine ,Handgeschakeld ,SUV of Terreinwagen ,7.0
1947,"Opel Astra 1.2 Turbo 110 Pk Level 2 NU VAN € 34.302,- VOOR",marktplaats.nl/v/auto-s/opel/m2061982894-opel-astra-1-2-turbo-110-pk-level-2-nu-van-34-302-voor,2023.0,Benzine ,Handgeschakeld ,Hatchback ,5.0
1948,"Opel Astra 1.2 Level 2 | NU VAN € 34.103,- VOOR € 27.950",marktplaats.nl/v/auto-s/opel/m2061983064-opel-astra-1-2-level-2-nu-van-34-103-voor-27-950,2023.0,Benzine ,Handgeschakeld ,Hatchback ,7.0
1949,"Opel Astra 1.2 110pk Level 2 | NU VAN € 34.103,- VOOR €",marktplaats.nl/v/auto-s/opel/m2061984076-opel-astra-1-2-110pk-level-2-nu-van-34-103-voor,2023.0,Benzine ,Handgeschakeld ,Hatchback ,7.0
1950,Opel Crossland X 1.2 Turbo Online Edition | Navigatie | Airc,marktplaats.nl/v/auto-s/opel/m2062177321-opel-crossland-x-1-2-turbo-online-edition-navigatie-airc,2018.0,Benzine ,Automaat ,SUV of Terreinwagen ,22327.0
1951,"Opel Astra 1.2 Elegance | NU VAN € 38.677,- VOOR € 31.95",marktplaats.nl/v/auto-s/opel/m2062262237-opel-astra-1-2-elegance-nu-van-38-677-voor-31-95,2023.0,Benzine ,Handgeschakeld ,Hatchback ,7.0
1952,"Opel Mokka Electric Level 3 50 kWh | NU VAN € 43.149,- VOO",marktplaats.nl/v/auto-s/opel/m2062311739-opel-mokka-electric-level-3-50-kwh-nu-van-43-149-voo,2023.0,Elektrisch ,Automaat ,SUV of Terreinwagen ,7.0
1953,Opel Astra Sports Tourer 1.2 Business Elegance | Navigatie |,marktplaats.nl/v/auto-s/opel/m2063577418-opel-astra-sports-tourer-1-2-business-elegance-navigatie,2022.0,Benzine ,Handgeschakeld ,Stationwagon ,47171.0
1954,"Opel Astra 1.2 Turbo 110 Pk Level 2 NU VAN € 34.802,- VOOR",marktplaats.nl/v/auto-s/opel/m2055935881-opel-astra-1-2-turbo-110-pk-level-2-nu-van-34-802-voor,2023.0,Benzine ,Handgeschakeld ,Hatchback ,5.0
1955,"Opel CORSA-E Level 2 NU VAN € 36.401,- VOOR € 28.495,- R",marktplaats.nl/v/auto-s/opel/m2055953146-opel-corsa-e-level-2-nu-van-36-401-voor-28-495-r,2023.0,Elektrisch ,Automaat ,Hatchback ,5.0
1956,Opel KARL 1.0 Rocks Online Edition | Airco | Cruise control,marktplaats.nl/v/auto-s/opel/m2057712653-opel-karl-1-0-rocks-online-edition-airco-cruise-control,2017.0,Benzine ,Handgeschakeld ,Hatchback ,26284.0
1957,Opel Mokka-e Elegance 50-kWh 7.4kw bl. | Drivers Ass. Pack |,marktplaats.nl/v/auto-s/opel/m2057743396-opel-mokka-e-elegance-50-kwh-7-4kw-bl-drivers-ass-pack,2022.0,Elektrisch ,Automaat ,SUV of Terreinwagen ,16160.0
1958,Opel Mokka X 1.4T Innovation Limited | 140PK | Automaat | Ca,marktplaats.nl/v/auto-s/opel/m2057826562-opel-mokka-x-1-4t-innovation-limited-140pk-automaat-ca,2018.0,Benzine ,Automaat ,SUV of Terreinwagen ,47930.0
1959,Opel Grandland X 1.6 Turbo Hybrid Business Executive | Navig,marktplaats.nl/v/auto-s/opel/m2058724788-opel-grandland-x-1-6-turbo-hybrid-business-executive-navig,2020.0,Hybride Elektrisch/Benzine ,Automaat ,SUV of Terreinwagen ,57829.0
1960,Opel Mokka 1.2 Turbo GS Line | Climate control | Stoelverwar,marktplaats.nl/v/auto-s/opel/m2058796243-opel-mokka-1-2-turbo-gs-line-climate-control-stoelverwar,2022.0,Benzine ,Handgeschakeld ,SUV of Terreinwagen ,18698.0
1961,Opel Corsa 1.2 Edition 100pk! | Apple Carplay | Airco | Crui,marktplaats.nl/v/auto-s/opel/m2058846670-opel-corsa-1-2-edition-100pk-apple-carplay-airco-crui,2022.0,Benzine ,Handgeschakeld ,Hatchback ,20749.0
1962,Opel CORSA-E Edition 50 kWh | Climate Control | 8% bijtellin,marktplaats.nl/v/auto-s/opel/m2058846932-opel-corsa-e-edition-50-kwh-climate-control-8-bijtellin,2020.0,Elektrisch ,Automaat ,Hatchback ,35395.0
1963,Opel Crossland 1.2 Turbo Elegance | 130PK | Navigatie | Came,marktplaats.nl/v/auto-s/opel/m2059152832-opel-crossland-1-2-turbo-elegance-130pk-navigatie-came,2022.0,Benzine ,Automaat ,SUV of Terreinwagen ,7676.0
1964,Opel Grandland 1.2 Turbo GS Line | 130PK | Navigatie | Camer,marktplaats.nl/v/auto-s/opel/m2059247717-opel-grandland-1-2-turbo-gs-line-130pk-navigatie-camer,2023.0,Benzine ,Handgeschakeld ,SUV of Terreinwagen ,25767.0
1965,Opel Grandland 1.2 Turbo Business Elegance | Adaptive Cruise,marktplaats.nl/v/auto-s/opel/m2059862936-opel-grandland-1-2-turbo-business-elegance-adaptive-cruise,2022.0,Benzine ,Automaat ,SUV of Terreinwagen ,11768.0
1966,Opel Crossland 1.2 Turbo Edition | Navigatie | Camera | Crui,marktplaats.nl/v/auto-s/opel/m2059867909-opel-crossland-1-2-turbo-edition-navigatie-camera-crui,2022.0,Benzine ,Handgeschakeld ,SUV of Terreinwagen ,10304.0
1967,Opel Astra 1.2 Business Edition | 110PK | Navigatie | Camera,marktplaats.nl/v/auto-s/opel/m2060229571-opel-astra-1-2-business-edition-110pk-navigatie-camera,2022.0,Benzine ,Handgeschakeld ,Hatchback ,11493.0
