,ad title,link,year of construction,fuel,transmission,vehicle type,mileage (km)
764,Opel Corsa 1.2 Edition *Navigatie*Cruise Control*DAB*,marktplaats.nl/v/auto-s/opel/m2065905721-opel-corsa-1-2-edition-navigatie-cruise-control-dab,2020.0,Benzine ,Handgeschakeld ,Hatchback ,59000.0
765,"Opel Grandland X 1.2 Turbo Innovation (bj 2018, automaat)",marktplaats.nl/v/auto-s/opel/m2065905495-opel-grandland-x-1-2-turbo-innovation-bj-2018-automaat,2018.0,Benzine ,Automaat ,SUV of Terreinwagen ,73451.0
766,"Opel Astra Wagon 1.6 Executive..Leer..Navi,,Airco..",marktplaats.nl/v/auto-s/opel/m2060522449-opel-astra-wagon-1-6-executive-leer-navi-airco,2008.0,Benzine ,Handgeschakeld ,Stationwagon ,214634.0
767,Opel Astra Sports Tourer 1.4 Turbo Sport,marktplaats.nl/v/auto-s/opel/m2060522113-opel-astra-sports-tourer-1-4-turbo-sport,2011.0,Benzine ,Handgeschakeld ,Stationwagon ,172023.0
768,"Opel MOKKA 1.2 Turbo GS Line Stuur verwarmd, camera, Navi, C",marktplaats.nl/v/auto-s/opel/m2065903868-opel-mokka-1-2-turbo-gs-line-stuur-verwarmd-camera-navi-c,2022.0,Benzine ,Handgeschakeld ,SUV of Terreinwagen ,21749.0
769,Opel Corsa 2007 1.4 5 deurs Grijs Nieuwe APK.,marktplaats.nl/v/auto-s/opel/m2041251939-opel-corsa-2007-1-4-5-deurs-grijs-nieuwe-apk,2007.0,Benzine ,Handgeschakeld ,Hatchback ,180398.0
770,Opel Agila 1.0 Edition Nieuwe Apk Stuurbekr. Airco LM-Velgen,marktplaats.nl/v/auto-s/opel/m2058313327-opel-agila-1-0-edition-nieuwe-apk-stuurbekr-airco-lm-velgen,2011.0,Benzine ,Handgeschakeld ,Hatchback ,65265.0
771,Opel Insignia Sports Tourer 1.8 Business Airco LM-Velgen Nav,marktplaats.nl/v/auto-s/opel/m2060721910-opel-insignia-sports-tourer-1-8-business-airco-lm-velgen-nav,2009.0,Benzine ,Handgeschakeld ,Stationwagon ,167084.0
772,Opel Mokka-e Ultimate 50-kWh 11kw bl.Bj 2022 Km 27.000 1e ei,marktplaats.nl/v/auto-s/opel/m2056386876-opel-mokka-e-ultimate-50-kwh-11kw-bl-bj-2022-km-27-000-1e-ei,2022.0,Elektrisch ,Automaat ,SUV of Terreinwagen ,27992.0
773,Opel Astra Wagon 1.7 CDTi Business Apk 04-2024 Bj 2008 Goede,marktplaats.nl/v/auto-s/opel/m2058361467-opel-astra-wagon-1-7-cdti-business-apk-04-2024-bj-2008-goede,2008.0,Diesel ,Handgeschakeld ,Stationwagon ,424309.0
774,Opel Meriva 1.4 Turbo Edition Bj 2011 KM 175.000 Dealer onde,marktplaats.nl/v/auto-s/opel/m2058946197-opel-meriva-1-4-turbo-edition-bj-2011-km-175-000-dealer-onde,2011.0,Benzine ,Handgeschakeld ,MPV ,175381.0
775,"Opel Mokka-e € 2000 SUBSIDIE Ultimate Intelli-lux LED, 50-",marktplaats.nl/v/auto-s/opel/m2058974211-opel-mokka-e-2000-subsidie-ultimate-intelli-lux-led-50,2021.0,Elektrisch ,Automaat ,SUV of Terreinwagen ,19653.0
776,"Opel Zafira,1.8 Temptation, 01-GLX-5",marktplaats.nl/v/auto-s/opel/m2065895488-opel-zafira-1-8-temptation-01-glx-5,2008.0,Benzine ,Handgeschakeld ,MPV ,251594.0
777,"Opel Corsa 1.2 EcoF. Selection, XP-921-N",marktplaats.nl/v/auto-s/opel/m2065895473-opel-corsa-1-2-ecof-selection-xp-921-n,2010.0,Benzine ,Handgeschakeld ,MPV ,209793.0
778,"Opel Vectra 1.8-16V Executive 140pk 2007 -Orig NL-, 17-XZ-RP",marktplaats.nl/v/auto-s/opel/m2065895458-opel-vectra-1-8-16v-executive-140pk-2007-orig-nl-17-xz-rp,2007.0,Benzine ,Automaat ,Sedan ,244579.0
779,"Opel Astra 1.6 Edition 116PK 2011, JZ-203-F",marktplaats.nl/v/auto-s/opel/m2065895398-opel-astra-1-6-edition-116pk-2011-jz-203-f,2011.0,Benzine ,Automaat ,Hatchback ,194584.0
780,Opel - Astra - 1.4 Enjoy - 30-PL-HJ,marktplaats.nl/v/auto-s/opel/m2065895388-opel-astra-1-4-enjoy-30-pl-hj,2004.0,Benzine ,Handgeschakeld ,Hatchback ,217887.0
781,Opel Astra Sports Tourer 1.6 CDTi Business + | GN-732-P,marktplaats.nl/v/auto-s/opel/m2065895347-opel-astra-sports-tourer-1-6-cdti-business-gn-732-p,2014.0,Diesel ,Handgeschakeld ,Stationwagon ,161172.0
782,"Opel Vectra GTS 2.2-16V Elegance 155pk 2005 -Orig NL-, 64-PV",marktplaats.nl/v/auto-s/opel/m2065895288-opel-vectra-gts-2-2-16v-elegance-155pk-2005-orig-nl-64-pv,2005.0,Benzine ,Handgeschakeld ,Hatchback ,208712.0
783,Opel Corsa 1.2-16V BlitZ /Navi/Stoel+Stuur verwarming/Cruise,marktplaats.nl/v/auto-s/opel/m2065789896-opel-corsa-1-2-16v-blitz-navi-stoel-stuur-verwarming-cruise,2014.0,Benzine ,Handgeschakeld ,Hatchback ,134524.0
784,Opel Astra 1.8 16V 5D 2003 Zwart,,2003.0,Benzine ,Handgeschakeld ,Hatchback ,250000.0
785,Opel Agila 1.2-16V Elegance APK NAP,marktplaats.nl/v/auto-s/opel/m2056699110-opel-agila-1-2-16v-elegance-apk-nap,2003.0,Benzine ,Handgeschakeld ,Hatchback ,122903.0
786,Opel Corsa 1.2 16V Twinport 3D 2004 Zwart,marktplaats.nl/v/auto-s/opel/m2062194490-opel-corsa-1-2-16v-twinport-3d-2004-zwart,2004.0,Benzine ,Handgeschakeld ,Hatchback ,129203.0
787,Opel Vectra 1.8-16V *LEES ADVERTENTIE*,marktplaats.nl/v/auto-s/opel/m2065511713-opel-vectra-1-8-16v-lees-advertentie,2006.0,Benzine ,Handgeschakeld ,Sedan ,282482.0
788,Opel Astra Wagon 1.6 Business *AUTOMAAT*,marktplaats.nl/v/auto-s/opel/m2063885382-opel-astra-wagon-1-6-business-automaat,2008.0,Benzine ,Automaat ,Stationwagon ,248575.0
789,Opel Corsa 1.4 Edition/NAVI/XENON,marktplaats.nl/v/auto-s/opel/m2064567423-opel-corsa-1-4-edition-navi-xenon,2017.0,Benzine ,Handgeschakeld ,Hatchback ,38145.0
790,Opel Agila 1.2-16V Star Edition,marktplaats.nl/v/auto-s/opel/m2060235094-opel-agila-1-2-16v-star-edition,2003.0,Benzine ,Handgeschakeld ,Hatchback ,111589.0
791,Opel Agila 1.0-12V Enjoy/NAP,marktplaats.nl/v/auto-s/opel/m2063807325-opel-agila-1-0-12v-enjoy-nap,2005.0,Benzine ,Handgeschakeld ,Hatchback ,95797.0
792,Opel Antara 3.2 V6 Cosmo,marktplaats.nl/v/auto-s/opel/m2062433236-opel-antara-3-2-v6-cosmo,2008.0,Benzine ,Automaat ,SUV of Terreinwagen ,199961.0
793,"Opel Corsa 1.4-16V AIRCO | STOEL&STUURVERW | LM 17""",marktplaats.nl/v/auto-s/opel/m2062675215-opel-corsa-1-4-16v-airco-stoel-stuurverw-lm-17,2008.0,Benzine ,Handgeschakeld ,Hatchback ,166425.0
794,Opel Meriva 1.4 T Edition | Cruise | Trekhaak | Apk 11-2024,marktplaats.nl/v/auto-s/opel/m2064933828-opel-meriva-1-4-t-edition-cruise-trekhaak-apk-11-2024,2010.0,Benzine ,Handgeschakeld ,MPV ,175201.0
795,"Opel Crossland 1.2 Turbo Elegance inc btw 17"" lm velgen Stoe",marktplaats.nl/v/auto-s/opel/m2064727415-opel-crossland-1-2-turbo-elegance-inc-btw-17-lm-velgen-stoe,2022.0,Benzine ,Handgeschakeld ,SUV of Terreinwagen ,42073.0
796,Opel Mokka 1.2 Turbo Ultimate Automaat Alcantara Navi Led,marktplaats.nl/v/auto-s/opel/m2064726599-opel-mokka-1-2-turbo-ultimate-automaat-alcantara-navi-led,2021.0,Benzine ,Automaat ,SUV of Terreinwagen ,14569.0
797,Opel CORSA-E 1.2 EDITION AIRCO,marktplaats.nl/v/auto-s/opel/m2065887728-opel-corsa-e-1-2-edition-airco,2017.0,Benzine ,Handgeschakeld ,Hatchback ,110102.0
798,Opel Astra Sports Tourer 1.6 Turbo Sport AUTOMAAT AIRCO CLIM,marktplaats.nl/v/auto-s/opel/m2059604109-opel-astra-sports-tourer-1-6-turbo-sport-automaat-airco-clim,2011.0,Benzine ,Automaat ,Stationwagon ,101242.0
799,Opel Zafira 1.8 Essentia APK CLIMA Stoelverwarming 7P,marktplaats.nl/v/auto-s/opel/m2061540678-opel-zafira-1-8-essentia-apk-clima-stoelverwarming-7p,2007.0,Benzine ,Handgeschakeld ,MPV ,189554.0
800,Opel Corsa 1.4-16V Enjoy Volledig onderhouden APK,marktplaats.nl/v/auto-s/opel/m2057789239-opel-corsa-1-4-16v-enjoy-volledig-onderhouden-apk,2008.0,Benzine ,Handgeschakeld ,Hatchback ,238002.0
801,Opel Astra 1.6 Edition 1e Eigenaar CLIMA APK 2025,marktplaats.nl/v/auto-s/opel/m2060610845-opel-astra-1-6-edition-1e-eigenaar-clima-apk-2025,2010.0,Benzine ,Handgeschakeld ,Hatchback ,46636.0
802,Opel Agila 1.0 Essentia AIRCO APK 2025 Volledig onderhouden,marktplaats.nl/v/auto-s/opel/m2060914822-opel-agila-1-0-essentia-airco-apk-2025-volledig-onderhouden,2009.0,Benzine ,Handgeschakeld ,Hatchback ,66425.0
803,Opel Corsa 1.3 Cdti  Eco Flex 3Deurs 2010  Airco Zeer Zuinig,marktplaats.nl/v/auto-s/opel/m2061274351-opel-corsa-1-3-cdti-eco-flex-3deurs-2010-airco-zeer-zuinig,2010.0,Diesel ,Handgeschakeld ,Hatchback ,234869.0
804,Opel Agila 1.0 I 12V 2000 Blauw NIEUWE APK,marktplaats.nl/v/auto-s/opel/m2065875028-opel-agila-1-0-i-12v-2000-blauw-nieuwe-apk,2000.0,Benzine ,Handgeschakeld ,MPV ,154500.0
805,Opel Agila 1.2 Edition.2de eigenaar.airco.alu+velgen.km 8539,marktplaats.nl/v/auto-s/opel/m2061823615-opel-agila-1-2-edition-2de-eigenaar-airco-alu-velgen-km-8539,2011.0,Benzine ,Handgeschakeld ,Hatchback ,85396.0
806,Opel Astra TwinTop 1.6 T Temptation TURBO CRUISE PARROT NAP,marktplaats.nl/v/auto-s/opel/m2065870526-opel-astra-twintop-1-6-t-temptation-turbo-cruise-parrot-nap,2007.0,Benzine ,Handgeschakeld ,Cabriolet ,170950.0
807,Opel Astra Sports Tourer 1.0 Turbo Business Executive 105 Pk,marktplaats.nl/v/auto-s/opel/m2065870398-opel-astra-sports-tourer-1-0-turbo-business-executive-105-pk,2018.0,Benzine ,Handgeschakeld ,Stationwagon ,125695.0
808,"Opel Meriva 1.4 Turbo Design Edition 120 Pk, Airco,",marktplaats.nl/v/auto-s/opel/m2065870372-opel-meriva-1-4-turbo-design-edition-120-pk-airco,2015.0,Benzine ,Handgeschakeld ,MPV ,89998.0
809,"Opel Insignia 1.6 Turbo 180pk Sports Tourer, xenon, navi, 6b",marktplaats.nl/v/auto-s/opel/m2042011250-opel-insignia-1-6-turbo-180pk-sports-tourer-xenon-navi-6b,2011.0,Benzine ,Handgeschakeld ,Stationwagon ,210500.0
810,Opel Astra 1.4 Turbo 88KW 5D 2010 Zwart,marktplaats.nl/v/auto-s/opel/m2065865889-opel-astra-1-4-turbo-88kw-5d-2010-zwart,2010.0,Benzine ,Handgeschakeld ,Hatchback ,324000.0
811,Opel Corsa 1.2 Turbo Elegance Camera | Winterpakket | Carpla,marktplaats.nl/v/auto-s/opel/m2065864293-opel-corsa-1-2-turbo-elegance-camera-winterpakket-carpla,2021.0,Benzine ,Handgeschakeld ,Hatchback ,44382.0
812,Opel Astra 1.6 Sport OPC-Line Navigatie Cruise Clima LM 94.0,marktplaats.nl/v/auto-s/opel/m2058365056-opel-astra-1-6-sport-opc-line-navigatie-cruise-clima-lm-94-0,2011.0,Benzine ,Handgeschakeld ,Hatchback ,94823.0
813,Opel Insignia Sports Tourer 2.8 T OPC 4x4 325PK Recaro Navi,marktplaats.nl/v/auto-s/opel/m2060548799-opel-insignia-sports-tourer-2-8-t-opc-4x4-325pk-recaro-navi,2011.0,Benzine ,Handgeschakeld ,Stationwagon ,178873.0
814,Opel Astra Sports Tourer 1.4 Turbo Business Edition Navigati,marktplaats.nl/v/auto-s/opel/m2064263319-opel-astra-sports-tourer-1-4-turbo-business-edition-navigati,2019.0,Benzine ,Handgeschakeld ,Stationwagon ,127449.0
815,Opel Corsa 1.2-16V Essentia,marktplaats.nl/v/auto-s/opel/m2060894369-opel-corsa-1-2-16v-essentia,2007.0,Benzine ,Handgeschakeld ,Hatchback ,148000.0
816,Opel Agila 1.2-16V Maxx *AIRCO/NAP/APK*,marktplaats.nl/v/auto-s/opel/m2058726025-opel-agila-1-2-16v-maxx-airco-nap-apk,2007.0,Benzine ,Handgeschakeld ,Hatchback ,170258.0
817,Opel Zafira 1.8 Business 7-SEATS *AIRCO*,marktplaats.nl/v/auto-s/opel/m2064264622-opel-zafira-1-8-business-7-seats-airco,2006.0,Benzine ,Handgeschakeld ,MPV ,315644.0
818,Opel Agila 1.0 Selection *APK/NAP* 2011,marktplaats.nl/v/auto-s/opel/m2064264122-opel-agila-1-0-selection-apk-nap-2011,2011.0,Benzine ,Handgeschakeld ,Hatchback ,130986.0
819,Opel Meriva 1.4 Turbo Design Edition |AIRCO|CRUISE|NAVI|PDC!,marktplaats.nl/v/auto-s/opel/m2056995912-opel-meriva-1-4-turbo-design-edition-airco-cruise-navi-pdc,2014.0,Benzine ,Handgeschakeld ,MPV ,166646.0
820,Opel Astra Sports Tourer 1.4 Turbo Sport |AIRCO|CRUISE|NAVI|,marktplaats.nl/v/auto-s/opel/m2059805512-opel-astra-sports-tourer-1-4-turbo-sport-airco-cruise-navi,2011.0,Benzine ,Handgeschakeld ,Stationwagon ,175930.0
821,Opel Astra 1.4 Business + |AIRCO|CRUISE|NAVI|ISOFIX|PDC|,marktplaats.nl/v/auto-s/opel/m2064903760-opel-astra-1-4-business-airco-cruise-navi-isofix-pdc,2013.0,Benzine ,Handgeschakeld ,Hatchback ,170691.0
822,"OPEL INSIGNIA 1.4Turbo 103KW Sports Tourer 2013,APK 24/07/24",marktplaats.nl/v/auto-s/opel/m2056045528-opel-insignia-1-4turbo-103kw-sports-tourer-2013-apk-24-07-24,2013.0,Benzine ,Handgeschakeld ,Stationwagon ,184315.0
823,Opel Zafira 1.8 Executive,marktplaats.nl/v/auto-s/opel/m2064604546-opel-zafira-1-8-executive,2007.0,Benzine ,Handgeschakeld ,MPV ,139077.0
824,Opel Karl 1.0 Ecoflex 55KW 2017 Wit airco apk 11/2025,marktplaats.nl/v/auto-s/opel/m2055209955-opel-karl-1-0-ecoflex-55kw-2017-wit-airco-apk-11-2025,2017.0,Benzine ,Handgeschakeld ,Hatchback ,134065.0
825,"Opel Corsa 1.2-16V Edition,5DRS,2009*",marktplaats.nl/v/auto-s/opel/m2060569097-opel-corsa-1-2-16v-edition-5drs-2009,2009.0,Benzine ,Handgeschakeld ,Hatchback ,141181.0
826,"Opel Agila 1.0-12V Essentia, MOTOR DEFECT ***OPRUIMING",marktplaats.nl/v/auto-s/opel/m2059105250-opel-agila-1-0-12v-essentia-motor-defect-opruiming,2003.0,Benzine ,Handgeschakeld ,Hatchback ,138072.0
827,"Opel Meriva 1.8-16V Cosmo, BJ 2003,CLIMA*** CRUISE CONTR",marktplaats.nl/v/auto-s/opel/m2059110692-opel-meriva-1-8-16v-cosmo-bj-2003-clima-cruise-contr,2003.0,Benzine ,Handgeschakeld ,MPV ,231487.0
828,Opel Corsa 1.2-16V Selection 5DRS Nieuwe APK Airco Velgen,marktplaats.nl/v/auto-s/opel/m2060835728-opel-corsa-1-2-16v-selection-5drs-nieuwe-apk-airco-velgen,2009.0,Benzine ,Handgeschakeld ,Hatchback ,169906.0
829,Opel Meriva 1.6-16V Cosmo,marktplaats.nl/v/auto-s/opel/m2059094212-opel-meriva-1-6-16v-cosmo,2003.0,Benzine ,Handgeschakeld ,MPV ,179035.0
830,Opel karl,,2015.0,Benzine ,Handgeschakeld ,Hatchback ,58000.0
831,"Opel Corsa 1.2 GS Line Digitaal dash, LED Stoel/stuurverw. C",marktplaats.nl/v/auto-s/opel/m2065846142-opel-corsa-1-2-gs-line-digitaal-dash-led-stoel-stuurverw-c,2020.0,Benzine ,Handgeschakeld ,Hatchback ,21626.0
832,"Opel Corsa 1.2 GS Line Digitaal dash, LED, Stoel/stuurverw.",marktplaats.nl/v/auto-s/opel/m2065845760-opel-corsa-1-2-gs-line-digitaal-dash-led-stoel-stuurverw,2020.0,Benzine ,Handgeschakeld ,Hatchback ,21626.0
833,Opel Vectra 2.2 16V GTS 2006 Grijs,,2006.0,Benzine ,Handgeschakeld ,Hatchback ,235000.0
834,Opel Corsa 1.6 GSI Turbo 3D 2009 Rood,,2009.0,Benzine ,Handgeschakeld ,Hatchback ,214501.0
835,✅ Opel Corsa 1.2 16V 3D 2003 Grijs NAP Airco,marktplaats.nl/v/auto-s/opel/m2065841366-opel-corsa-1-2-16v-3d-2003-grijs-nap-airco,2003.0,Benzine ,Handgeschakeld ,Hatchback ,179516.0
836,Opel Meriva 1.4 Turbo 120pk Cosmo CLIMA CRUISE PDC LMV 2014,marktplaats.nl/v/auto-s/opel/m2065838055-opel-meriva-1-4-turbo-120pk-cosmo-clima-cruise-pdc-lmv-2014,2014.0,Benzine ,Handgeschakeld ,MPV ,149500.0
837,Opel Corsa 1.2 16V 3D WR 2007 Zwart,,2007.0,Benzine ,Handgeschakeld ,Hatchback ,242369.0
838,Opel CORSA 1.2 Edition NAVI AIRCO,marktplaats.nl/v/auto-s/opel/m2058587698-opel-corsa-1-2-edition-navi-airco,2022.0,Benzine ,Handgeschakeld ,Hatchback ,21625.0
839,Opel ASTRA 1.0 Turbo 120 Jaar Edition,marktplaats.nl/v/auto-s/opel/m2058587472-opel-astra-1-0-turbo-120-jaar-edition,2019.0,Benzine ,Handgeschakeld ,Hatchback ,74593.0
840,Opel Astra 1.8 Elegance Airco Navi Parkeersensor Trekhaak,marktplaats.nl/v/auto-s/opel/m2057817719-opel-astra-1-8-elegance-airco-navi-parkeersensor-trekhaak,2005.0,Benzine ,Handgeschakeld ,Hatchback ,225446.0
841,Opel Kadett 1.2 S AUT 1977 Geel,,1977.0,LPG ,Automaat ,Hatchback ,99999.0
842,Opel Corsa 1.2 EcoFlex Selection FACELIFT/AIRCO/NWAPK/1.4/EL,marktplaats.nl/v/auto-s/opel/m2065827726-opel-corsa-1-2-ecoflex-selection-facelift-airco-nwapk-1-4-el,2011.0,Benzine ,Handgeschakeld ,Hatchback ,114167.0
843,Opel Astra 1.6 Cdti Innovation - 2015 - Grijs,marktplaats.nl/v/auto-s/opel/m2065823839-opel-astra-1-6-cdti-innovation-2015-grijs,2015.0,Diesel ,Handgeschakeld ,Hatchback ,171526.0
844,Opel Zafira 2.2 Cosmo,marktplaats.nl/v/auto-s/opel/m2064849630-opel-zafira-2-2-cosmo,2007.0,Benzine ,Handgeschakeld ,MPV ,276769.0
845,Opel Astra 1.6 Njoy/AUT/PSENSOR/BLUETOOTH/AIRCO/CRUISE/,marktplaats.nl/v/auto-s/opel/m2059834233-opel-astra-1-6-njoy-aut-psensor-bluetooth-airco-cruise,2003.0,Benzine ,Automaat ,Hatchback ,241423.0
846,Opel Corsa 1.2-16V Business airco,marktplaats.nl/v/auto-s/opel/m2061163409-opel-corsa-1-2-16v-business-airco,2008.0,Benzine ,Handgeschakeld ,Hatchback ,197939.0
847,Opel Zafira 2.2 Temptation,marktplaats.nl/v/auto-s/opel/m2058184093-opel-zafira-2-2-temptation,2007.0,Benzine ,Handgeschakeld ,MPV ,364349.0
848,Opel Zafira 1.8-16V Comfort,marktplaats.nl/v/auto-s/opel/m2064416762-opel-zafira-1-8-16v-comfort,2001.0,Benzine ,Handgeschakeld ,MPV ,177135.0
849,Opel Astra GTC 1.8 Sport,marktplaats.nl/v/auto-s/opel/m2065176528-opel-astra-gtc-1-8-sport,2005.0,Benzine ,Handgeschakeld ,Hatchback ,254930.0
850,Opel Astra 1.8 16V GTC 2006 Rood,marktplaats.nl/v/auto-s/opel/m2065818833-opel-astra-1-8-16v-gtc-2006-rood,2006.0,Benzine ,Handgeschakeld ,Hatchback ,
851,Opel Astra 1.4 Turbo 88KW 5D 2011 Zwart,marktplaats.nl/v/auto-s/opel/m2065818903-opel-astra-1-4-turbo-88kw-5d-2011-zwart,2011.0,Benzine ,Handgeschakeld ,Hatchback ,128000.0
852,Opel Corsa 1.4 16V 5D AUT 2010 Grijs,marktplaats.nl/v/auto-s/opel/m2065817598-opel-corsa-1-4-16v-5d-aut-2010-grijs,2010.0,Benzine ,Automaat ,Hatchback ,168630.0
853,OPEL Corsa 1.4 3D EASYTRONIC Rhythm | Airco | LM velgen | 58,marktplaats.nl/v/auto-s/opel/m2065817734-opel-corsa-1-4-3d-easytronic-rhythm-airco-lm-velgen-58,2005.0,Benzine ,Automaat ,Hatchback ,58940.0
854,Opel Insignia 1.6 Edition * 158.933 Km * Leer * Navi * Clima,marktplaats.nl/v/auto-s/opel/m2065816461-opel-insignia-1-6-edition-158-933-km-leer-navi-clima,2011.0,Benzine ,Handgeschakeld ,Sedan ,158933.0
855,Opel Astra Wagon 1.4 Essentia 216Dkm Airco LM --Inruil Mogel,marktplaats.nl/v/auto-s/opel/m2060929032-opel-astra-wagon-1-4-essentia-216dkm-airco-lm-inruil-mogel,2005.0,Benzine ,Handgeschakeld ,Stationwagon ,216183.0
856,"Opel Corsa 1.2-16V Enjoy 5-Drs, A/C, LM, nw. APK – Inruil",marktplaats.nl/v/auto-s/opel/m2065342936-opel-corsa-1-2-16v-enjoy-5-drs-a-c-lm-nw-apk-inruil,2008.0,Benzine ,Handgeschakeld ,Hatchback ,188734.0
857,"Opel Insignia 1.8 Business 147Dkm.NAP, Navi, A/C, CC, PDC v/",marktplaats.nl/v/auto-s/opel/m2060912108-opel-insignia-1-8-business-147dkm-nap-navi-a-c-cc-pdc-v,2009.0,Benzine ,Handgeschakeld ,Hatchback ,147698.0
858,"Opel Corsa 1.6-16V GSI TURBO Navi, A/C, Xenon, LM, nw. APK",marktplaats.nl/v/auto-s/opel/m2064926526-opel-corsa-1-6-16v-gsi-turbo-navi-a-c-xenon-lm-nw-apk,2009.0,Benzine ,Handgeschakeld ,Hatchback ,187232.0
859,"Opel Vivaro Combi 1.6 CDTI L2H1 ecoFLEX 9p.Personenbus, Navi",marktplaats.nl/v/auto-s/opel/m2057140451-opel-vivaro-combi-1-6-cdti-l2h1-ecoflex-9p-personenbus-navi,2016.0,Diesel ,Handgeschakeld ,Overige carrosserieën ,279520.0
860,"Opel Astra GTC 1.4 Business A/C, CC, PDC, – Inruil Mogelij",marktplaats.nl/v/auto-s/opel/m2057167181-opel-astra-gtc-1-4-business-a-c-cc-pdc-inruil-mogelij,2007.0,Benzine ,Handgeschakeld ,Hatchback ,189259.0
861,"Opel Tigra TwinTop 1.8-16V Sport A/C, Leer, Stoelvw, Carkit,",marktplaats.nl/v/auto-s/opel/m2063586183-opel-tigra-twintop-1-8-16v-sport-a-c-leer-stoelvw-carkit,2006.0,Benzine ,Handgeschakeld ,Cabriolet ,173990.0
862,Opel Agila 1.0 Enjoy Airco Nw APK --Inruil Mogelijk--,marktplaats.nl/v/auto-s/opel/m2060611871-opel-agila-1-0-enjoy-airco-nw-apk-inruil-mogelijk,2008.0,Benzine ,Handgeschakeld ,Hatchback ,231695.0
863,"Opel Meriva 1.4 Edition 145Dkm, Airco, Trekh, nw. APK – In",marktplaats.nl/v/auto-s/opel/m2060631095-opel-meriva-1-4-edition-145dkm-airco-trekh-nw-apk-in,2010.0,Benzine ,Handgeschakeld ,MPV ,145180.0
864,"Opel Astra GTC 1.4 Turbo Design Edition 56Dkm! AUTOMAAT, H/L",marktplaats.nl/v/auto-s/opel/m2056391508-opel-astra-gtc-1-4-turbo-design-edition-56dkm-automaat-h-l,2012.0,Benzine ,Automaat ,Hatchback ,56858.0
865,"Opel Astra Wagon 1.6 Business A/C, JVC-Audio, CC, USB Multim",marktplaats.nl/v/auto-s/opel/m2058499725-opel-astra-wagon-1-6-business-a-c-jvc-audio-cc-usb-multim,2008.0,Benzine ,Handgeschakeld ,Stationwagon ,176263.0
866,"Opel Astra 1.0 Innovation Navi, LED, Keyless, LM, NAP --Inru",marktplaats.nl/v/auto-s/opel/m2056392097-opel-astra-1-0-innovation-navi-led-keyless-lm-nap-inru,2016.0,Benzine ,Handgeschakeld ,Hatchback ,188825.0
867,Opel Kadett B 1.1 1972,marktplaats.nl/v/auto-s/opel/m2055275382-opel-kadett-b-1-1-1972,1972.0,LPG ,Handgeschakeld ,Sedan ,127905.0
868,Opel Corsa 1.2 EcoFlex Selection,marktplaats.nl/v/auto-s/opel/m2061539720-opel-corsa-1-2-ecoflex-selection,2015.0,Benzine ,Handgeschakeld ,Hatchback ,72860.0
869,Opel Corsa 1.2 Twinport 85pk 5d 2010 Wit,marktplaats.nl/v/auto-s/opel/m2064723250-opel-corsa-1-2-twinport-85pk-5d-2010-wit,2010.0,Benzine ,Handgeschakeld ,Hatchback ,176646.0
870,Opel ADAM 1.2 Glam Airco !,marktplaats.nl/v/auto-s/opel/m2065811329-opel-adam-1-2-glam-airco,2014.0,Benzine ,Handgeschakeld ,Hatchback ,175274.0
871,Opel Insignia Sports Tourer 1.5 Turbo Business Executive NL,marktplaats.nl/v/auto-s/opel/m2058882490-opel-insignia-sports-tourer-1-5-turbo-business-executive-nl,2019.0,Benzine ,Handgeschakeld ,Stationwagon ,114915.0
872,Opel Insignia Sports Tourer 1.5 Turbo Edition NL Auto/ Camer,marktplaats.nl/v/auto-s/opel/m2058882431-opel-insignia-sports-tourer-1-5-turbo-edition-nl-auto-camer,2020.0,Benzine ,Handgeschakeld ,Stationwagon ,86600.0
873,Opel Zafira Tourer 1.4 Berlin 7p NL Auto/ 7 PERSOONS/ Airco/,marktplaats.nl/v/auto-s/opel/m2058882848-opel-zafira-tourer-1-4-berlin-7p-nl-auto-7-persoons-airco,2013.0,Benzine ,Handgeschakeld ,MPV ,211928.0
874,Opel Astra Sports Tourer 1.2 Turbo 110pk 6-bak Elegance [ CA,marktplaats.nl/v/auto-s/opel/m2065807189-opel-astra-sports-tourer-1-2-turbo-110pk-6-bak-elegance-ca,2021.0,Benzine ,Handgeschakeld ,Stationwagon ,39492.0
875,Opel Astra Sports Tourer 1.0 Turbo Business NL Auto/ Apple C,marktplaats.nl/v/auto-s/opel/m2065805731-opel-astra-sports-tourer-1-0-turbo-business-nl-auto-apple-c,2019.0,Benzine ,Handgeschakeld ,Stationwagon ,90363.0
876,Opel ADAM 1.0 Turbo Unlimited. 1ste eigenaar dealer onderhou,marktplaats.nl/v/auto-s/opel/m2065804377-opel-adam-1-0-turbo-unlimited-1ste-eigenaar-dealer-onderhou,2017.0,Benzine ,Handgeschakeld ,Hatchback ,96323.0
877,Opel Zafira 2.2 AUT 2006 Grijs,marktplaats.nl/v/auto-s/opel/m2063426535-opel-zafira-2-2-aut-2006-grijs,2006.0,Benzine ,Automaat ,MPV ,195000.0
878,Opel Astra 140pk Turbo Anniversary Edition (3de eig/T.haak/N,marktplaats.nl/v/auto-s/opel/m2065802105-opel-astra-140pk-turbo-anniversary-edition-3de-eig-t-haak-n,2012.0,Benzine ,Handgeschakeld ,Stationwagon ,138321.0
